Sample_FloHyb_H235,17,#DB9D85
Sample_FloHyb_H27,17,#87AEDF
Sample_FloHyb_H29,17,#87AEDF
Sample_FloHyb_H5,17,#DB9D85
Sample_FloHyb_I59,17,#87AEDF
Sample_FloHyb_I64,17,#DB9D85
Sample_FloHyb_I7,17,#87AEDF
Sample_FloHyb_I8,17,#B1AF64
Sample_FloHyb_I94,17,#B1AF64
Sample_FloHyb_I96,17,#CD99D8
Sample_FloHyb_M163,17,#87AEDF
Sample_FloHyb_Z1,17,#B1AF64
Sample_FloHyb_Z11,17,#B1AF64
Sample_FloHyb_Z12,17,#B1AF64
Sample_FloHyb_Z13,17,#B1AF64
Sample_FloHyb_Z14,17,#B1AF64
Sample_FloHyb_Z15,17,#B1AF64
Sample_FloHyb_Z17,17,#DB9D85
Sample_FloHyb_Z18,17,#DB9D85
Sample_FloHyb_Z19,17,#DB9D85
Sample_FloHyb_Z2,17,#DB9D85
Sample_FloHyb_Z20,17,#B1AF64
Sample_FloHyb_Z21,17,#B1AF64
Sample_FloHyb_Z3,17,#6DBC86
Sample_FloHyb_Z4,17,#B1AF64
Sample_FloHyb_Z5,17,#B1AF64
Sample_FloHyb_Z6,17,#87AEDF
Sample_FloHyb_Z7,17,#B1AF64
Sample_FloHyb_Z8,17,#87AEDF
Sample_FloHyb_Z9,17,#B1AF64
Sample_I152,17,#87AEDF
Sample_FloHyb_B39,17,#B1AF64
Sample_PBR_3,17,#B1AF64
Sample_VW100,17,#87AEDF
Sample_VW266,17,#87AEDF
Sample_VW665,17,#CD99D8
Sample_VW792,17,#87AEDF
Sample_VW805,17,#87AEDF
Sample_NHM_1974_2459,17,#DB9D85
Sample_CAS_8122,24,#B1AF64
Sample_ESP01,24,#B1AF64
Sample_ESP02,24,#B1AF64
Sample_ESP08,24,#B1AF64
Sample_ESP10,24,#B1AF64
Sample_ESP11,24,#B1AF64
Sample_ESP12,24,#B1AF64
Sample_ESP13,24,#B1AF64
Sample_ESP14,24,#B1AF64
Sample_ESP15,24,#B1AF64
Sample_ESP3,24,#B1AF64
Sample_ESP5,24,#B1AF64
Sample_ESP6,24,#B1AF64
Sample_ESP7,24,#B1AF64
Sample_NHM_1949_1_3_90,24,#DB9D85
Sample_NHM_1950_1_5_89,24,#B1AF64
Sample_PBL_H10,25,#87AEDF
Sample_PBL_H119,25,#87AEDF
Sample_PBL_H130,25,#87AEDF
Sample_PBL_H133,25,#87AEDF
Sample_PBL_H28,25,#87AEDF
Sample_PBL_H33,25,#87AEDF
Sample_PBL_H61,25,#87AEDF
Sample_PBL_H74,25,#87AEDF
Sample_PBL_H85,25,#87AEDF
Sample_PBL_H93,25,#87AEDF
Sample_PBL_I135,25,#87AEDF
Sample_PBL_I150,25,#87AEDF
Sample_PBL_I28,25,#87AEDF
Sample_PBL_I45,25,#87AEDF
Sample_PBR_B125,24,#87AEDF
Sample_PBR_B149,24,#87AEDF
Sample_PBR_B152,24,#87AEDF
Sample_PBR_B22,24,#87AEDF
Sample_PBR_B25,24,#87AEDF
Sample_PBR_C47,24,#87AEDF
Sample_PBR_D110,24,#87AEDF
Sample_PBR_E113,24,#87AEDF
Sample_PBR_E148,24,#87AEDF
Sample_PBR_E61,24,#87AEDF
Sample_PBR_F87,24,#87AEDF
Sample_PBR_G177,24,#87AEDF
Sample_PBR_G213,24,#87AEDF
Sample_PBL_H126,24,#87AEDF
